Geo Point;Geo Shape;Haltestellennummer;Haltestellenname;Angezeigter_Name;Transportunternehmen_Nummer;Transportunternehmen_Name;Gemeindenummer;Gemeinde_Name;Gebiet;Höhe;Haltestellenart;Haltestellentyp;Zum Objekt navigieren
47.58232540698016, 7.667308647324735;"{""coordinates"": [7.667308647324735, 47.58232540698016], ""type"": ""Point""}";89457;Riehen, Haidweg;Haidweg;823;BVB;2703;Riehen;BS;334;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.58232540698016&lon=7.667308647324735&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.587024022860994, 7.660387697526799;"{""coordinates"": [7.660387697526799, 47.587024022860994], ""type"": ""Point""}";89459;Riehen, Hohlweg;Hohlweg;823;BVB;2703;Riehen;BS;307;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.587024022860994&lon=7.660387697526799&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.58649896396286, 7.663304543385903;"{""coordinates"": [7.663304543385903, 47.58649896396286], ""type"": ""Point""}";89461;Riehen, Humanitas;Hinterengeli;823;BVB;2703;Riehen;BS;319;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.58649896396285&lon=7.663304543385903&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.588418347415505, 7.663596373206969;"{""coordinates"": [7.663596373206969, 47.588418347415505], ""type"": ""Point""}";89462;Riehen, Hungerbachhalde;Hungerbachhalde;823;BVB;2703;Riehen;BS;322;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.588418347415505&lon=7.663596373206969&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.592397317212175, 7.6445910427469315;"{""coordinates"": [7.644591042746931, 47.592397317212175], ""type"": ""Point""}";89463;Riehen, Im Schlipf;Im Schlipf;823;BVB;2703;Riehen;BS;262;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.592397317212175&lon=7.6445910427469315&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%2
47.58499505483287, 7.668561941234586;"{""coordinates"": [7.668561941234586, 47.58499505483287], ""type"": ""Point""}";89464;Riehen, In der Au;In der Au;823;BVB;2703;Riehen;BS;330;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.58499505483287&lon=7.668561941234586&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.575133042727316, 7.64644289193003;"{""coordinates"": [7.64644289193003, 47.575133042727316], ""type"": ""Point""}";89466;Riehen, Lachenweg;Lachenweg;823;BVB;2703;Riehen;BS;285;Bushaltestelle;Regelhaltestelle (Tag und Nacht);https://opendatabs.github.io/map-links/?lat=47.575133042727316&lon=7.646442891930028&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.58200640712195, 7.654803080720256;"{""coordinates"": [7.654803080720256, 47.58200640712195], ""type"": ""Point""}";89469;Riehen, Mohrhaldenstrasse;Mohrhaldenstrasse;823;BVB;2703;Riehen;BS;302;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.58200640712196&lon=7.654803080720256&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.5739878514351, 7.643212705486767;"{""coordinates"": [7.643212705486767, 47.5739878514351], ""type"": ""Point""}";89477;Riehen, Morystrasse;Morystrasse;823;BVB;2703;Riehen;BS;277;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.57398785143509&lon=7.643212705486769&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.57940642597933, 7.641079113428773;"{""coordinates"": [7.641079113428773, 47.57940642597933], ""type"": ""Point""}";89475;Riehen, Pfaffenloh;Pfaffenloh;823;BVB;2703;Riehen;BS;274;Tramhaltestelle;Regelhaltestelle (Tag und Nacht);https://opendatabs.github.io/map-links/?lat=47.57940642597932&lon=7.641079113428773&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.5895649279221, 7.667490421358008;"{""coordinates"": [7.667490421358008, 47.5895649279221], ""type"": ""Point""}";89476;Riehen, Rotengraben;Rotengraben;823;BVB;2703;Riehen;BS;325;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.5895649279221&lon=7.66749042135801&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252CL
47.5887180351256, 7.658498774909267;"{""coordinates"": [7.658498774909267, 47.5887180351256], ""type"": ""Point""}";89480;Riehen, Steingrubenweg;Steingrubenweg;823;BVB;2703;Riehen;BS;292;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.5887180351256&lon=7.6584987749092654&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.572055329252784, 7.658754350308814;"{""coordinates"": [7.658754350308814, 47.572055329252784], ""type"": ""Point""}";89481;Riehen, Talmattstrasse;Talmattstrasse;823;BVB;2703;Riehen;BS;367;Bushaltestelle;Regelhaltestelle (Tag und Nacht);https://opendatabs.github.io/map-links/?lat=47.572055329252784&lon=7.658754350308814&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.57265903875541, 7.639387023140881;"{""coordinates"": [7.639387023140881, 47.57265903875541], ""type"": ""Point""}";89483;Riehen, Wasserstelzen;Wasserstelzen;823;BVB;2703;Riehen;BS;267;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.57265903875541&lon=7.639387023140881&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.57323539307755, 7.652699307572736;"{""coordinates"": [7.652699307572736, 47.57323539307755], ""type"": ""Point""}";89486;Riehen, Wenkenhof;Wenkenhof;823;BVB;2703;Riehen;BS;326;Bushaltestelle;Regelhaltestelle (Tag und Nacht);https://opendatabs.github.io/map-links/?lat=47.57323539307755&lon=7.652699307572736&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.59084887269077, 7.594153793542114;"{""coordinates"": [7.594153793542114, 47.59084887269077], ""type"": ""Point""}";95518;Weil am Rhein, Dreiländerbr.;Dreiländerbrücke;823;BVB;9998;Weil am Rhein;D;;Tram- und Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.59084887269077&lon=7.594153793542114&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.57030531658681, 7.572527095410826;"{""coordinates"": [7.572527095410826, 47.57030531658681], ""type"": ""Point""}";16;Basel St. Johann;Basel St. Johann;11;SBB;2701;Basel;BS;266;S-Bahn-Haltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.5703053165868&lon=7.572527095410826&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252C
47.58350254380784, 7.65220408751484;"{""coordinates"": [7.65220408751484, 47.58350254380784], ""type"": ""Point""}";16764;Riehen;Riehen;368;DB;2703;Riehen;BS;283;S-Bahn-Haltestelle;Regelhaltestelle (Tag und Nacht);https://opendatabs.github.io/map-links/?lat=47.58350254380784&lon=7.652204087514841&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.46941304815949, 7.596990662571964;"{""coordinates"": [7.596990662571964, 47.46941304815949], ""type"": ""Point""}";87228;Aesch BL, Dorf (Bus);Aesch Dorf;801;PAG;2761;Aesch (BL);BL;311;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.46941304815949&lon=7.596990662571966&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.4817156174602, 7.604403881737288;"{""coordinates"": [7.604403881737288, 47.4817156174602], ""type"": ""Point""}";78228;Aesch BL, Gewerbestrasse;Gewerbestrasse;879;BLT Auto;2761;Aesch (BL);BL;318;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.48171561746021&lon=7.604403881737288&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.485814336158, 7.606194586718868;"{""coordinates"": [7.606194586718868, 47.485814336158], ""type"": ""Point""}";78227;Aesch BL, Sonnenweg;Sonnenweg;879;BLT Auto;2761;Aesch (BL);BL;288;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.485814336158&lon=7.606194586718868&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252CL
47.47275617909709, 7.585313908045799;"{""coordinates"": [7.585313908045799, 47.47275617909709], ""type"": ""Point""}";82801;Aesch BL, Sportanl Löhrenacker;Sportanl Löhrenacker;801;PAG;2761;Aesch (BL);BL;312;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.4727561790971&lon=7.585313908045799&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252C
47.55212255274053, 7.539765319697857;"{""coordinates"": [7.539765319697857, 47.55212255274053], ""type"": ""Point""}";78160;Allschwil, Binningerstrasse;Binningerstrasse;823;BVB;2762;Allschwil;BL;281;Tram- und Bushaltestelle;Regelhaltestelle (Tag und Nacht);https://opendatabs.github.io/map-links/?lat=47.55212255274053&lon=7.539765319697857&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.55112698325959, 7.536561820591611;"{""coordinates"": [7.536561820591611, 47.55112698325959], ""type"": ""Point""}";87001;Allschwil, Dorf;Allschwil Dorf;823;BVB;2762;Allschwil;BL;287;Tram- und Bushaltestelle;Regelhaltestelle (Tag und Nacht);https://opendatabs.github.io/map-links/?lat=47.551126983259586&lon=7.5365618205916105&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%2
47.55389110790908, 7.537717139762885;"{""coordinates"": [7.537717139762885, 47.55389110790908], ""type"": ""Point""}";89284;Allschwil, Friedhof;Friedhof;823;BVB;2762;Allschwil;BL;279;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.55389110790907&lon=7.537717139762885&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.55723363453692, 7.546896396886403;"{""coordinates"": [7.546896396886403, 47.55723363453692], ""type"": ""Point""}";78172;Allschwil, Im Brühl;Im Brühl;879;BLT Auto;2762;Allschwil;BL;277;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.55723363453692&lon=7.546896396886403&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.54817676321141, 7.546931223223887;"{""coordinates"": [7.546931223223887, 47.54817676321141], ""type"": ""Point""}";78159;Allschwil, Letten;Letten;879;BLT Auto;2762;Allschwil;BL;283;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.54817676321141&lon=7.546931223223886&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.555811273693955, 7.557269913975559;"{""coordinates"": [7.557269913975559, 47.555811273693955], ""type"": ""Point""}";89288;Allschwil, Merkurstrasse;Merkurstrasse;823;BVB;2762;Allschwil;BL;278;Tramhaltestelle;Regelhaltestelle (Tag und Nacht);https://opendatabs.github.io/map-links/?lat=47.555811273693955&lon=7.557269913975561&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.55113069376404, 7.532058314379137;"{""coordinates"": [7.532058314379137, 47.55113069376404], ""type"": ""Point""}";78162;Allschwil, Rosenberg;Rosenberg;823;BVB;2762;Allschwil;BL;307;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.55113069376404&lon=7.532058314379137&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.5409762528649, 7.543011718738755;"{""coordinates"": [7.543011718738755, 47.5409762528649], ""type"": ""Point""}";93495;Allschwil, Spitzwald;Spitzwald;879;BLT Auto;2762;Allschwil;BL;340;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.54097625286491&lon=7.543011718738755&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.54242991772781, 7.512172467832991;"{""coordinates"": [7.512172467832991, 47.54242991772781], ""type"": ""Point""}";78164;Allschwil, Ziegelhof;Ziegelhof;823;BVB;2762;Allschwil;BL;340;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.542429917727816&lon=7.512172467832991&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.494465588788515, 7.61886864854147;"{""coordinates"": [7.61886864854147, 47.494465588788515], ""type"": ""Point""}";77;Arlesheim, Dorf;Arlesheim Dorf;37;BLT;2763;Arlesheim;BL;330;Tram- und Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.49446558878851&lon=7.61886864854147&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252C
47.509296366597695, 7.613210763977831;"{""coordinates"": [7.613210763977831, 47.509296366597695], ""type"": ""Point""}";93501;Arlesheim, Aliothstrasse;Aliothstrasse;879;BLT Auto;2763;Arlesheim;BL;282;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.5092963665977&lon=7.613210763977831&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252C
47.49220879300706, 7.618409844019709;"{""coordinates"": [7.618409844019709, 47.49220879300706], ""type"": ""Point""}";78226;Arlesheim, Dom;Dom;879;BLT Auto;2763;Arlesheim;BL;334;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.49220879300706&lon=7.618409844019709&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.490178491281725, 7.616890286150164;"{""coordinates"": [7.616890286150164, 47.490178491281725], ""type"": ""Point""}";78225;Arlesheim, Obesunne;Obesunne;879;BLT Auto;2763;Arlesheim;BL;330;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.490178491281725&lon=7.616890286150164&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.50391346175999, 7.518835475507641;"{""coordinates"": [7.518835475507641, 47.50391346175999], ""type"": ""Point""}";78207;Biel-Benken BL, Kirchgasse;Kirchgasse;879;BLT Auto;2764;Biel-Benken;BL;320;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.50391346175999&lon=7.5188354755076405&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.54373368479937, 7.556273417789903;"{""coordinates"": [7.556273417789903, 47.54373368479937], ""type"": ""Point""}";78156;Binningen, Allschwilerweg;Allschwilerweg;879;BLT Auto;2765;Binningen;BL;294;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.54373368479937&lon=7.556273417789905&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.5416097682315, 7.574053848871909;"{""coordinates"": [7.574053848871909, 47.5416097682315], ""type"": ""Point""}";89392;Binningen, Hohle Gasse;Hohle Gasse;823;BVB;2765;Binningen;BL;290;Tram- und Bushaltestelle;Regelhaltestelle (Tag und Nacht);https://opendatabs.github.io/map-links/?lat=47.5416097682315&lon=7.574053848871909&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252C
47.532394089558196, 7.563326811711634;"{""coordinates"": [7.563326811711634, 47.532394089558196], ""type"": ""Point""}";78150;Binningen, Hügliacker;Hügliacker;879;BLT Auto;2765;Binningen;BL;337;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.532394089558174&lon=7.563326811711634&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.53091269444771, 7.569153183671901;"{""coordinates"": [7.569153183671901, 47.53091269444771], ""type"": ""Point""}";89394;Binningen, Zeigerweg;Zeigerweg;823;BVB;2765;Binningen;BL;296;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.530912694447714&lon=7.569153183671899&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.55498945188357, 7.627975264580327;"{""coordinates"": [7.627975264580327, 47.55498945188357], ""type"": ""Point""}";78308;Birsfelden, Friedhof;Friedhof;811;AAGL;2766;Birsfelden;BL;254;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.55498945188358&lon=7.627975264580327&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.548536890690166, 7.629855017794373;"{""coordinates"": [7.629855017794373, 47.548536890690166], ""type"": ""Point""}";89396;Birsfelden, Hard;Birsfelden Hard;823;BVB;2766;Birsfelden;BL;275;Tramhaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.54853689069016&lon=7.629855017794373&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.555179182127844, 7.632931596871389;"{""coordinates"": [7.632931596871389, 47.555179182127844], ""type"": ""Point""}";78309;Birsfelden, Stausee;Stausee;811;AAGL;2766;Birsfelden;BL;260;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.55517918212785&lon=7.63293159687139&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252C
47.5277240679569, 7.573354828062559;"{""coordinates"": [7.573354828062559, 47.5277240679569], ""type"": ""Point""}";78176;Bottmingen, Batteriestrasse;Batteriestrasse;37;BLT;2767;Bottmingen;BL;292;Tramhaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.5277240679569&lon=7.573354828062559&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252C
